UF;Município;IFDM;Emprego & Renda;Educação;Saúde
SC;Pouso Redondo;0,797732;0,614994;0,848532;0,92967
MG;Arcos;0,797643;0,579187;0,907226;0,906516
CE;Jijoca de Jericoacoara;0,797478;0,650928;0,852655;0,888852
SC;Navegantes;0,797263;0,657466;0,874922;0,859401
SP;Oscar Bressane;0,797148;0,44571;0,978;0,967733
RS;Almirante Tamandaré do Sul;0,796831;0,663874;0,811122;0,915497
RS;Boa Vista do Buricá;0,796802;0,556529;0,888431;0,945445
SP;Itaberá;0,796752;0,545573;0,964204;0,88048
MG;Carmo do Paranaíba;0,796702;0,584706;0,875886;0,929514
RS;Campinas do Sul;0,79648;0,546165;0,980394;0,862879
GO;Cachoeira Dourada;0,796279;0,68405;0,862698;0,84209
MS;Selvíria;0,79623;0,800227;0,746844;0,841618
SP;Bertioga;0,796124;0,610777;0,92178;0,855815
SP;Aspásia;0,796097;0,500035;1;0,888255
SC;Armazém;0,795867;0,70566;0,869434;0,812507
RS;Cotiporã;0,795773;0,524321;0,880088;0,982909
RS;Osório;0,795763;0,636726;0,846679;0,903885
CE;Frecheirinha;0,795576;0,639927;0,8618;0,885001
SC;Lontras;0,795565;0,636873;0,890578;0,859245
MG;Juiz de Fora;0,79543;0,717336;0,824996;0,843957
SP;Brotas;0,795407;0,62872;0,920472;0,837027
PR;Capanema;0,795335;0,823497;0,925049;0,63746
SP;Saltinho;0,795318;0,464677;0,981332;0,939946
GO;Gouvelândia;0,795255;0,632294;0,834737;0,918734
GO;Palminópolis;0,795121;0,60088;0,947734;0,836748
SC;Modelo;0,79511;0,605249;0,882846;0,897235
MS;Água Clara;0,794807;0,792542;0,831555;0,760323
SP;Tarumã;0,794676;0,522945;0,959667;0,901418
RS;Pareci Novo;0,794605;0,580199;0,862627;0,940987
MG;Bom Despacho;0,794427;0,601008;0,885881;0,896391
RS;Paverama;0,794414;0,59905;0,817086;0,967107
SP;Ubirajara;0,794411;0,635116;0,924531;0,823586
SP;Pontes Gestal;0,794339;0,59607;0,949853;0,837095
SP;Taquaritinga;0,794248;0,599089;0,916863;0,866792
SP;Casa Branca;0,794184;0,577989;0,955892;0,848671
MS;Costa Rica;0,794154;0,568735;0,937627;0,876099
PR;Paranaguá;0,79415;0,796545;0,738469;0,847437
ES;Venda Nova do Imigrante;0,793981;0,603222;0,916972;0,861751
RS;Nova Prata;0,793955;0,650518;0,871598;0,859748
SC;Seara;0,79388;0,634198;0,838544;0,908897
SP;Guararema;0,793738;0,544655;0,959949;0,876609
SP;Bastos;0,793628;0,514015;0,954436;0,912433
MT;Primavera do Leste;0,793619;0,635932;0,889569;0,855357
RS;Antônio Prado;0,793534;0,68733;0,822063;0,871207
SC;Piratuba;0,793418;0,641349;0,909931;0,828974
RS;Estação;0,793329;0,649513;0,799185;0,93129
MG;Governador Valadares;0,793143;0,653267;0,900899;0,825263
RS;Alegria;0,79309;0,526231;0,909126;0,943912
RJ;Piraí;0,79307;0,540656;0,864132;0,974423
RS;Presidente Lucena;0,792805;0,644079;0,791234;0,9431
SP;Ribeira;0,792379;0,578092;0,910717;0,888328
MT;Tangará da Serra;0,792326;0,75237;0,818746;0,805863
PR;Peabiru;0,7922;0,491094;0,930557;0,95495
RJ;Volta Redonda;0,792134;0,590462;0,87264;0,913299
SP;Ribeirão Corrente;0,792095;0,556087;0,954333;0,865864
SP;Icém;0,792076;0,524594;0,900425;0,95121
RN;São Bento do Norte;0,792063;0,815423;0,727806;0,83296
MG;Santa Rita do Sapucaí;0,791991;0,594489;0,861495;0,919987
SC;Massaranduba;0,791818;0,545792;0,887765;0,941898
TO;Paraíso do Tocantins;0,791746;0,72443;0,787946;0,862861
SP;Pedrinhas Paulista;0,791712;0,468084;0,99;0,917051
PR;Irati;0,791689;0,615303;0,834594;0,92517
MG;Divinópolis;0,791627;0,619127;0,862754;0,893
MG;Matias Barbosa;0,791594;0,74709;0,778875;0,848817
RS;Getúlio Vargas;0,791478;0,614125;0,869665;0,890645
RS;Anta Gorda;0,791399;0,573258;0,857141;0,943797
SC;Palhoça;0,791375;0,752254;0,724873;0,896999
GO;Itaberaí;0,791286;0,626464;0,904811;0,842581
RS;São Pedro do Butiá;0,79124;0,598752;0,843515;0,931454
RS;Bagé;0,791176;0,691446;0,792584;0,889498
MT;Itaúba;0,791166;0,667343;0,804344;0,901811
SC;Taió;0,791133;0,64453;0,869088;0,859782
RS;Santa Maria;0,791086;0,707154;0,787249;0,878854
SP;Trabiju;0,790837;0,614964;0,956792;0,800754
SC;Palmitos;0,790696;0,621695;0,848684;0,901708
SP;Lucélia;0,790582;0,602605;0,950676;0,818464
SP;Pilar do Sul;0,790474;0,652442;0,960687;0,758292
SP;Palestina;0,790462;0,476949;0,936794;0,957644
SP;Buritama;0,790291;0,568874;0,955472;0,846525
SP;Serra Negra;0,79014;0,576021;0,995;0,799401
SP;Dirce Reis;0,790005;0,501895;0,967279;0,900841
RS;São Sebastião do Caí;0,789978;0,637753;0,846404;0,885777
GO;Jataí;0,789948;0,591833;0,867237;0,910774
PR;Fazenda Rio Grande;0,789919;0,640724;0,819211;0,909822
PR;Foz do Iguaçu;0,789877;0,713881;0,810666;0,845083
GO;Aparecida do Rio Doce;0,789419;0,634318;0,888035;0,845905
MG;Paracatu;0,789317;0,795521;0,824938;0,747493
PR;Nova Aurora;0,789299;0,715404;0,857822;0,79467
RS;Maratá;0,789281;0,537004;0,884997;0,945842
SP;Cássia dos Coqueiros;0,789259;0,478577;0,960167;0,929034
MG;São Sebastião do Paraíso;0,789242;0,638255;0,887802;0,84167
SP;Caieiras;0,789228;0,537297;0,940069;0,890319
SC;São Ludgero;0,788803;0,624514;0,873588;0,868306
MG;Manhuaçu;0,788737;0,660866;0,817803;0,887541
PR;Boa Esperança;0,788654;0,519457;0,894141;0,952364
RJ;Rio de Janeiro;0,788615;0,620023;0,869348;0,876474
SP;Parisi;0,788524;0,416702;0,99;0,95887
PR;Santo Inácio;0,788514;0,676539;0,860734;0,82827
MG;Serra da Saudade;0,788488;0,597412;0,853559;0,914493
SC;Urussanga;0,788397;0,640112;0,861562;0,863516
PE;Caruaru;0,788221;0,752716;0,72364;0,888306
SC;Cunha Porã;0,788212;0,628446;0,860618;0,875572
SP;Itajobi;0,788178;0,513392;0,999228;0,851913
GO;Urutaí;0,788042;0,642148;0,840881;0,881098
SC;Ipumirim;0,788037;0,647008;0,847169;0,869932
SP;Estrela d'Oeste;0,788037;0,60136;0,974557;0,788192
PR;Pontal do Paraná;0,787996;0,760957;0,863219;0,739811
SP;Bernardino de Campos;0,78797;0,584237;0,940078;0,839594
SP;Monte Mor;0,787876;0,617784;0,955649;0,790195
RS;Salvador das Missões;0,78761;0,51333;0,945059;0,90444
SC;Gravatal;0,787539;0,615468;0,877328;0,869821
SC;Caibi;0,787502;0,572947;0,877124;0,912435
GO;Catalão;0,787462;0,614832;0,877613;0,86994
SP;São Manuel;0,787462;0,55606;0,915884;0,890441
PR;Araucária;0,787461;0,637644;0,761675;0,963066
RS;Santiago;0,787397;0,610347;0,866974;0,88487
RS;Vespasiano Corrêa;0,787266;0,507833;0,870158;0,983809
SP;Roseira;0,787124;0,518675;0,945601;0,897097
RS;Muitos Capões;0,786967;0,696102;0,756401;0,908397
SC;Treviso;0,786744;0,591606;0,851598;0,917028
MT;Alta Floresta;0,786536;0,669964;0,835284;0,85436
SP;São Pedro do Turvo;0,786486;0,540038;0,916867;0,902553
SP;Taquarivaí;0,786449;0,624343;0,882752;0,852253
SP;Neves Paulista;0,786375;0,519968;0,925284;0,913874
SP;Piraju;0,786131;0,526498;0,986667;0,845228
RS;Venâncio Aires;0,786129;0,655553;0,825825;0,877008
SP;Itaju;0,786106;0,516111;0,935194;0,907012
PR;União da Vitória;0,786032;0,65409;0,812862;0,891145
SC;Grão Pará;0,785995;0,645555;0,855441;0,85699
PR;Vitorino;0,785918;0,547201;0,906277;0,904275
PR;Nova América da Colina;0,785869;0,647426;0,807175;0,903005
SP;São Sebastião;0,785867;0,633449;0,865522;0,858632
RS;Sananduva;0,785836;0,544186;0,882847;0,930475
SP;Agudos;0,785803;0,634886;0,965114;0,757408
SP;Mauá;0,785774;0,523255;0,906287;0,927782
PR;Quedas do Iguaçu;0,785705;0,629439;0,80045;0,927226
MG;Ponte Nova;0,785607;0,671203;0,823419;0,862197
SC;Luzerna;0,785562;0,523837;0,906765;0,926084
RS;Nova Bréscia;0,78553;0,452418;0,936902;0,967269
MG;Belo Oriente;0,78542;0,676085;0,835536;0,844638
RS;Ibiaçá;0,785258;0,559437;0,816946;0,97939
SP;Cubatão;0,785194;0,555677;0,898109;0,901795
SC;Bom Jesus;0,785151;0,619623;0,815048;0,920782
MG;Monte Belo;0,784997;0,655686;0,87124;0,828063
GO;Brazabrantes;0,784853;0,605722;0,869255;0,879581
RS;Xangri-lá;0,784852;0,738059;0,768371;0,848126
ES;Ibiraçu;0,784696;0,586111;0,890481;0,877496
SP;São João de Iracema;0,784657;0,532159;0,957847;0,863965
SP;Guaraci;0,784599;0,612037;0,928028;0,813731
SP;Cruzália;0,784434;0,479361;0,968676;0,905265
SP;Cravinhos;0,784408;0,584792;0,881069;0,887362
RS;Palmeira das Missões;0,784339;0,596824;0,859172;0,897022
MT;Porto dos Gaúchos;0,784279;0,720766;0,812407;0,819664
ES;Serra;0,784206;0,649824;0,799459;0,903334
MG;Santo Antônio do Monte;0,784135;0,53269;0,878912;0,940804
PR;Marialva;0,784058;0,609776;0,783183;0,959216
SP;Pereira Barreto;0,783894;0,485434;0,982716;0,883532
MT;Araputanga;0,783661;0,634975;0,809291;0,906717
PR;Terra Boa;0,78365;0,6328;0,832315;0,885833
MG;Itabirito;0,783636;0,571011;0,879007;0,900891
GO;Itauçu;0,783635;0,518353;0,929473;0,90308
PR;Carambeí;0,78357;0,66053;0,833142;0,857039
SC;Guaramirim;0,78324;0,595048;0,832447;0,922225
SC;Presidente Getúlio;0,783168;0,634708;0,842382;0,872416
RS;Santo Cristo;0,783056;0,542221;0,913588;0,89336
SP;Vitória Brasil;0,782826;0,459662;0,95;0,938814
SP;Campos do Jordão;0,782633;0,615208;0,905691;0,827001
RJ;Petrópolis;0,782615;0,640915;0,837804;0,869126
SP;Parapuã;0,782566;0,579655;0,933921;0,834121
SC;Braço do Trombudo;0,782561;0,593215;0,88368;0,87079
PR;Coronel Vivida;0,782459;0,560569;0,833827;0,952979
MG;Santa Rosa da Serra;0,782145;0,507314;0,933029;0,90609
MG;Oliveira;0,782139;0,570047;0,838249;0,93812
SP;Ilha Comprida;0,782117;0,519132;0,965522;0,861696
PR;Colombo;0,78206;0,648867;0,775915;0,921398
SP;Iacanga;0,781966;0,611981;0,925575;0,808343
PR;Floraí;0,781919;0,474587;0,915412;0,95576
SP;Ribeirão do Sul;0,781891;0,477209;0,942555;0,925907
RS;Cerro Largo;0,781889;0,584327;0,872682;0,888658
SC;Santo Amaro da Imperatriz;0,781769;0,605681;0,824846;0,914779
RS;Guarani das Missões;0,78164;0,490387;0,892094;0,962438
MT;Juína;0,781622;0,603533;0,859362;0,881971
RJ;Itaguaí;0,781506;0,729435;0,815286;0,799796
SP;Guaratinguetá;0,781428;0,602881;0,907176;0,834227
GO;Iporá;0,781369;0,549562;0,941279;0,853265
SP;Auriflama;0,781315;0,564783;0,93762;0,841542
PR;Indianópolis;0,781161;0,594768;0,864213;0,884501
SP;Morro Agudo;0,781082;0,641201;0,887905;0,814141
RS;Sarandi;0,78096;0,608079;0,815251;0,919551
SC;Ascurra;0,780731;0,577041;0,874265;0,890887
SP;Echaporã;0,780553;0,47209;0,942861;0,926708
SC;Witmarsum;0,780462;0,596874;0,827341;0,917171
SC;Iomerê;0,780456;0,587064;0,907431;0,846872
SP;Adolfo;0,780427;0,476283;0,953746;0,911251
SP;Jardinópolis;0,780404;0,52652;0,942331;0,872362
RS;Porto Alegre;0,780392;0,707037;0,76661;0,867529
SP;Ubatuba;0,780301;0,648653;0,909782;0,782468
SP;Vargem Grande Paulista;0,780286;0,512595;0,919348;0,908915
SC;Coronel Freitas;0,780132;0,532415;0,940087;0,867893
SC;Cocal do Sul;0,780118;0,587139;0,889265;0,86395
SP;Elisiário;0,780051;0,501448;0,962803;0,875902
SC;Sombrio;0,780015;0,658437;0,867098;0,814509
DF;Brasília;0,779945;0,616448;0,82196;0,901426
PR;Flórida;0,779936;0,529161;0,869382;0,941266
RS;São Valentim do Sul;0,779812;0,476676;0,882566;0,980194
SP;Apiaí;0,779743;0,513961;0,931374;0,893893
PR;Bom Sucesso do Sul;0,77933;0,54426;0,881145;0,912585
SP;Pindamonhangaba;0,779314;0,492764;0,916283;0,928894
RS;Santo Antônio da Patrulha;0,779279;0,557069;0,85049;0,930277
SP;Santo Expedito;0,779141;0,525422;0,883808;0,928193
PR;Siqueira Campos;0,7791;0,647814;0,888584;0,800901
SC;Cordilheira Alta;0,778947;0,595254;0,863867;0,877721
SP;Nova Europa;0,778888;0,553586;0,87957;0,903508
SC;Porto Belo;0,778858;0,605204;0,846442;0,884927
SP;Caçapava;0,778833;0,576683;0,888214;0,871601
SP;Suzanápolis;0,778783;0,494375;0,97208;0,869893
RJ;Resende;0,778742;0,604463;0,851135;0,880627
SC;Três Barras;0,778671;0,681049;0,774032;0,88093
SP;Guararapes;0,778606;0,593707;0,979907;0,762204
RJ;Niterói;0,778409;0,60934;0,827264;0,898623
RS;Selbach;0,778389;0,537213;0,884735;0,913218
MG;Pimenta;0,77836;0,624623;0,832727;0,877728
RS;São Leopoldo;0,778353;0,71053;0,77285;0,851677
BA;Luís Eduardo Magalhães;0,778273;0,735007;0,762027;0,837786
GO;Buriti de Goiás;0,778062;0,676636;0,891577;0,765973
SP;Santa Adélia;0,777962;0,603228;0,910648;0,82001
PR;Ângulo;0,777811;0,589811;0,815755;0,927866
ES;Presidente Kennedy;0,777652;0,575206;0,859403;0,898349
RS;Santo Augusto;0,777581;0,569263;0,854748;0,908731
SP;Flora Rica;0,777559;0,463617;0,922575;0,946484
GO;Lagoa Santa;0,777458;0,549106;0,929902;0,853367
SC;Lauro Muller;0,777435;0,665711;0,817026;0,849568
SC;Lages;0,777376;0,692896;0,810015;0,829217
GO;Alto Horizonte;0,777361;0,49242;0,897948;0,941714
TO;Gurupi;0,777204;0,628959;0,81928;0,883372
SP;Jacareí;0,777175;0,609509;0,939173;0,782841
SC;Araranguá;0,777149;0,670817;0,818398;0,842231
SP;Franco da Rocha;0,777084;0,508972;0,93087;0,891411
SP;Guarani d'Oeste;0,776995;0,471191;0,973911;0,885883
RN;Pedra Grande;0,776968;0,763925;0,706947;0,860034
RS;Boa Vista do Sul;0,776933;0,626753;0,781276;0,922771
SP;Serrana;0,776759;0,536342;0,925011;0,868924
MG;Cachoeira de Minas;0,776601;0,560122;0,881811;0,887868
SC;Nova Itaberaba;0,776587;0,565192;0,819233;0,945335
RJ;Carmo;0,776573;0,597765;0,874387;0,857567
SP;Ibirá;0,776544;0,457812;0,962222;0,909599
TO;Araguaína;0,776509;0,652889;0,810948;0,865691
MG;Guarda-Mor;0,776481;0,704283;0,843664;0,781497
SP;Bálsamo;0,77635;0,394218;0,963512;0,971321
SP;Santa Salete;0,776085;0,506359;1;0,821895
PR;Palmeira;0,776023;0,653788;0,813589;0,860693
SP;Fernando Prestes;0,775953;0,595957;0,938933;0,79297
RS;São Pedro das Missões;0,775814;0,504281;0,891255;0,931907
GO;Pires do Rio;0,775706;0,640011;0,866962;0,820145
SP;Valentim Gentil;0,775585;0,493578;0,94336;0,889817
GO;Mineiros;0,775564;0,7624;0,895821;0,66847
MG;Cambuí;0,775486;0,528477;0,91478;0,883201
ES;Itapemirim;0,775454;0,591854;0,85067;0,883837
PB;João Pessoa;0,775261;0,73324;0,728794;0,86375
GO;Hidrolândia;0,774721;0,65611;0,793837;0,874215
MS;Cassilândia;0,774717;0,533514;0,877479;0,913157
SC;Arvoredo;0,7747;0,580537;0,866211;0,877352
SP;Santa Cruz das Palmeiras;0,774665;0,517407;0,899978;0,90661
SP;Suzano;0,774649;0,57923;0,925198;0,819519
SP;Itanhaém;0,774645;0,477233;0,950735;0,895966
PR;São Carlos do Ivaí;0,774619;0,699018;0,761527;0,863312
PR;Cruzeiro do Oeste;0,774556;0,534076;0,963553;0,826041
RS;Novo Hamburgo;0,774548;0,677192;0,773141;0,873313
SP;Praia Grande;0,774443;0,559807;0,869296;0,894227
MG;Janaúba;0,774053;0,609888;0,860305;0,851965
RS;Barra do Rio Azul;0,773873;0,588041;0,782579;0,950999
MG;Itapagipe;0,773868;0,504619;0,86553;0,951455
MG;Coronel Fabriciano;0,773863;0,514715;0,921495;0,885379
ES;Marechal Floriano;0,773785;0,56965;0,877746;0,873959
SP;Ariranha;0,7737;0,555574;0,945441;0,820086
CE;Tianguá;0,773699;0,528961;0,867036;0,9251
PR;Santa Tereza do Oeste;0,773694;0,631042;0,815345;0,874696
RS;Três Coroas;0,773609;0,578383;0,850062;0,892383
RS;Sagrada Família;0,773537;0,5795;0,876767;0,864344
PR;São Jorge do Patrocínio;0,773491;0,541814;0,886912;0,891749
PR;Cornélio Procópio;0,773464;0,656667;0,788276;0,87545
CE;Varjota;0,773454;0,503776;0,87817;0,938417
SP;Monte Aprazível;0,773445;0,710284;0,923372;0,686681
RS;São José do Hortêncio;0,773424;0,564083;0,83149;0,924698
PR;Lindoeste;0,773411;0,561078;0,817866;0,941287
SP;Lutécia;0,773276;0,400855;0,948213;0,97076
AL;Coruripe;0,77307;0,666772;0,841003;0,811435
RS;Alegrete;0,773009;0,59555;0,804189;0,919289
RS;Trindade do Sul;0,772987;0,595203;0,833743;0,890015
SP;Campo Limpo Paulista;0,772948;0,508215;0,905114;0,905514
MT;Planalto da Serra;0,772939;0,657955;0,771613;0,889248
RO;Ji-Paraná;0,772921;0,738458;0,732412;0,847893
MG;Pedrinópolis;0,772877;0,583854;0,837175;0,897602
RS;São Luiz Gonzaga;0,772872;0,620221;0,83058;0,867814
PR;Iguaraçu;0,772688;0,582796;0,865412;0,869856
MG;Cláudio;0,772654;0,582538;0,863342;0,872081
PR;Japurá;0,772621;0,625001;0,863851;0,829013
BA;Lauro de Freitas;0,772548;0,758739;0,733611;0,825294
MT;Reserva do Cabaçal;0,772491;0,527324;0,826212;0,963937
MG;Machado;0,77241;0,625025;0,862475;0,82973
PR;Salgado Filho;0,772409;0,529957;0,877485;0,909786
PR;Novo Itacolomi;0,772381;0,486989;0,849009;0,981143
SC;São João do Itaperiú;0,772329;0,621341;0,793239;0,902407
SP;Torrinha;0,772297;0,594922;0,947685;0,774283
PR;Santa Helena;0,772023;0,614406;0,879619;0,822045
MG;Congonhas;0,77193;0,596822;0,848504;0,870463
PR;Quatiguá;0,771927;0,557562;0,908755;0,849465
PR;Maripá;0,77171;0,594609;0,902088;0,818433
MS;Rochedo;0,771689;0,736703;0,797083;0,781282
PR;Lapa;0,771644;0,582393;0,806084;0,926456
MG;Carvalhópolis;0,771634;0,507816;0,882715;0,924371
SP;Cândido Mota;0,771598;0,559712;0,981074;0,774007
RS;Vanini;0,771488;0,545057;0,839814;0,929594
RS;Espumoso;0,771418;0,59152;0,870339;0,852395
MG;Itapeva;0,771231;0,60568;0,876086;0,831927
SP;Dourado;0,771178;0,629581;0,875469;0,808483
MG;Araguari;0,77114;0,581207;0,84448;0,887733
MG;Boa Esperança;0,771123;0,5557;0,902811;0,854859
SP;Pontalinda;0,771074;0,452167;0,918267;0,942788
MG;São João del Rei;0,771019;0,677464;0,859126;0,776466
GO;Inhumas;0,770985;0,594458;0,926694;0,791802
PR;Arapoti;0,770974;0,653792;0,802641;0,85649
PR;Laranjeiras do Sul;0,770963;0,5646;0,857276;0,891014
GO;Aparecida de Goiânia;0,77092;0,736104;0,71846;0,858195
SP;Guarantã;0,770914;0,599609;0,88211;0,831024
SP;Tarabai;0,770827;0,549946;0,87247;0,890065
RS;Alto Feliz;0,770747;0,515014;0,870588;0,926639
SC;Aurora;0,770693;0,551763;0,889902;0,870414
SP;Charqueada;0,770641;0,524908;0,929625;0,857391
RS;Campo Novo;0,77061;0,589919;0,841309;0,880602
SP;Rancharia;0,770603;0,511972;0,97443;0,825406
MG;Ipatinga;0,770562;0,573341;0,835914;0,902431
ES;Castelo;0,770542;0,550142;0,859628;0,901855
PR;Bandeirantes;0,770534;0,579517;0,871907;0,860177
PR;Santo Antônio do Caiuá;0,770532;0,541555;0,835995;0,934045
MG;Ouro Branco;0,770519;0,54384;0,881176;0,886542
GO;Crixás;0,770514;0,670737;0,864098;0,776707
SC;Araquari;0,770446;0,667576;0,767345;0,876417
SP;Álvares Florence;0,770346;0,418643;0,9725;0,919895
SP;Ipiguá;0,770319;0,420505;0,950667;0,939785
RS;Pejuçara;0,770314;0,556095;0,944667;0,81018
SC;Barra Velha;0,770299;0,568287;0,831333;0,911278
PR;Itaipulândia;0,770226;0,481342;0,896745;0,93259
RS;Condor;0,770224;0,61135;0,788372;0,91095
SC;São João do Oeste;0,770176;0,485582;0,892916;0,93203
SP;Borebi;0,770138;0,499442;0,909361;0,901612
RS;Miraguaí;0,770071;0,658621;0,762561;0,889032
RJ;Vassouras;0,77006;0,642984;0,802385;0,86481
SP;Luís Antônio;0,769935;0,567507;0,846781;0,895518
MS;Bataguassu;0,769861;0,675091;0,793451;0,841042
GO;Rialma;0,769849;0,532575;0,879223;0,897748
MG;Medeiros;0,769697;0,520465;0,908189;0,880439
PR;Esperança Nova;0,769599;0,521004;0,879245;0,908547
SC;Corupá;0,769583;0,53322;0,874061;0,901467
SC;Anchieta;0,769531;0,484501;0,887366;0,936727
PR;São Jorge do Ivaí;0,769528;0,517771;0,848868;0,941945
SP;Pirangi;0,769491;0,471435;0,932118;0,90492
SC;Rio dos Cedros;0,769387;0,603436;0,806999;0,897726
SC;Jaborá;0,769315;0,54095;0,845003;0,921991
SC;Ponte Alta do Norte;0,769174;0,71451;0,745144;0,847868
MT;Vera;0,76908;0,592882;0,807939;0,906418
RS;Paulo Bento;0,769019;0,642769;0,79746;0,866828
SP;Pinhalzinho;0,768993;0,520017;0,927714;0,859248
SP;Itapevi;0,768952;0,560219;0,871515;0,875122
SC;Orleans;0,768914;0,54966;0,84857;0,908511
SP;Itapecerica da Serra;0,768873;0,524584;0,902016;0,88002
RS;Santo Antônio do Planalto;0,768846;0,498215;0,886588;0,921735
GO;Rio Quente;0,768762;0,677114;0,818573;0,8106
MG;Ituiutaba;0,76875;0,55247;0,872464;0,881317
SC;Pinheiro Preto;0,768588;0,668532;0,80886;0,828371
SP;Boa Esperança do Sul;0,768518;0,683727;0,812679;0,809148
MG;Itaúna;0,768432;0,663088;0,869419;0,77279
SP;Timburi;0,768425;0,468717;0,949476;0,887082
RS;Sobradinho;0,768398;0,549692;0,83353;0,921971
SC;São Bernardino;0,768368;0,546881;0,856966;0,901257
SC;Caçador;0,768292;0,748412;0,767388;0,789077
PR;Rosário do Ivaí;0,768255;0,495938;0,857647;0,951179
SP;Pederneiras;0,768169;0,538964;0,926059;0,839483
SP;Lorena;0,768155;0,592653;0,872673;0,839139
RS;Vila Flores;0,768126;0,566362;0,871184;0,866831
GO;São Patrício;0,768122;0,537992;0,84377;0,922603
RS;Alto Alegre;0,768106;0,55048;0,822255;0,931584
PE;Fernando de Noronha;0,768039;0,610596;0,896069;0,797453
SP;Patrocínio Paulista;0,76796;0,673655;0,916791;0,713435
MT;Ipiranga do Norte;0,767934;0,627755;0,845603;0,830443
SP;São Francisco;0,767765;0,432116;0,975714;0,895464
CE;Icapuí;0,767758;0,743475;0,684067;0,875733
GO;Aporé;0,767744;0,574985;0,908248;0,819997
RS;Santa Cecília do Sul;0,767726;0,506591;0,840598;0,955989
PR;Nova Aliança do Ivaí;0,76771;0,533392;0,854245;0,915494
SC;São Pedro de Alcântara;0,767696;0,481368;0,900931;0,920788
SP;Santo Antônio do Pinhal;0,767681;0,528621;0,942981;0,831441
RS;Lajeado do Bugre;0,767665;0,593578;0,809658;0,899761
PR;Nova Prata do Iguaçu;0,767657;0,559324;0,839288;0,90436
TO;Fortaleza do Tabocão;0,76758;0,683909;0,889856;0,728976
SP;Jeriquara;0,767537;0,675123;0,896438;0,731051
ES;Cachoeiro de Itapemirim;0,767374;0,623181;0,868079;0,810861
RS;Vera Cruz;0,767354;0,528828;0,845237;0,927997
RS;David Canabarro;0,767345;0,521863;0,869332;0,910841
SC;Paraíso;0,767326;0,605857;0,827199;0,868921
SC;Urupema;0,767225;0,57004;0,797996;0,93364
MT;Nova Ubiratã;0,767191;0,691887;0,768339;0,841349
MG;Aguanil;0,767136;0,533252;0,907483;0,860673
PR;Saudade do Iguaçu;0,767071;0,628166;0,825584;0,847463
RS;Quatro Irmãos;0,766767;0,559349;0,922538;0,818413
PR;Chopinzinho;0,766711;0,58867;0,912541;0,798923
MT;Campos de Júlio;0,766633;0,720099;0,879098;0,700701
SP;Mairinque;0,766475;0,540571;0,920394;0,83846
SP;Bocaina;0,766458;0,595935;0,910287;0,79315
SP;Sabino;0,766454;0,451015;0,96706;0,881289
GO;Goiás;0,766227;0,510334;0,880266;0,908079
MG;Tapira;0,766095;0,696435;0,898345;0,703503
RS;Lagoa Vermelha;0,766024;0,595193;0,840525;0,862353
RS;Coxilha;0,766009;0,595713;0,773076;0,929237
MG;Lagoa Formosa;0,765984;0,489138;0,904872;0,903942
SC;Rio Negrinho;0,765823;0,642973;0,831479;0,823015
PR;Pato Bragado;0,765802;0,537749;0,843442;0,916215
RS;Guaíba;0,765786;0,66465;0,762664;0,870042
GO;São Francisco de Goiás;0,765697;0,580566;0,882013;0,834514
RS;Nicolau Vergueiro;0,765692;0,497272;0,841743;0,958061
SP;Narandiba;0,765684;0,519519;0,943029;0,834505
SP;Jandira;0,765677;0,523016;0,89536;0,878655
PR;Ubiratã;0,765622;0,655209;0,868605;0,773051
