UF;Município;IFDM;Emprego & Renda;Educação;Saúde
ES;Muqui;0,67386;0,27075;0,84134;0,909491
CE;Ibiapina;0,673856;0,41954;0,756087;0,84594
RS;Entre-Ijuís;0,673685;0,47681;0,773541;0,770704
RS;Arroio do Tigre;0,673605;0,443756;0,777161;0,799898
SP;Serra Azul;0,673534;0,245469;0,832296;0,942836
CE;Pacoti;0,673505;0,401214;0,784995;0,834306
SP;Juquiá;0,673456;0,404094;0,886426;0,729848
RN;Barcelona;0,673409;0,459571;0,725142;0,835513
MG;Mato Verde;0,673398;0,344362;0,85468;0,821151
PB;Amparo;0,673342;0,532898;0,704564;0,782564
PE;Cupira;0,673321;0,457769;0,716108;0,846087
CE;Meruoca;0,673218;0,42975;0,853449;0,736455
SC;Alto Bela Vista;0,673155;0,316696;0,836765;0,866003
MT;Alto Paraguai;0,673153;0,442682;0,687655;0,889121
PR;Candói;0,673008;0,458787;0,713734;0,846501
CE;Morada Nova;0,672991;0,416557;0,742633;0,859783
SP;Queluz;0,672961;0,544095;0,785807;0,688979
MG;Camacho;0,672871;0,326344;0,882872;0,809398
MG;Cuparaque;0,672794;0,371425;0,763837;0,883119
GO;Minaçu;0,67277;0,354135;0,851422;0,812754
SP;Natividade da Serra;0,672753;0,393716;0,86588;0,758664
RJ;Saquarema;0,672726;0,529063;0,752546;0,73657
RS;Novo Machado;0,672717;0,324092;0,790395;0,903664
MG;Silvianópolis;0,672652;0,420809;0,789112;0,808036
RN;São Vicente;0,672491;0,540387;0,733833;0,743254
RS;Jari;0,672423;0,456727;0,721081;0,83946
RJ;Pinheiral;0,672374;0,34743;0,814039;0,855654
TO;Tocantinópolis;0,672322;0,480715;0,708;0,828252
PB;Caldas Brandão;0,672281;0,487201;0,694388;0,835255
MG;Luisburgo;0,672238;0,381016;0,779424;0,856273
PR;Nova Cantu;0,672221;0,507957;0,810167;0,69854
GO;Terezópolis de Goiás;0,672181;0,459126;0,705333;0,852086
SC;Balneário Barra do Sul;0,672121;0,390812;0,79075;0,834802
RS;Erebango;0,672109;0,436735;0,779874;0,799718
RJ;Macuco;0,672104;0,524073;0,886333;0,605905
MG;Mateus Leme;0,672006;0,433736;0,78198;0,800301
SP;São João do Pau d'Alho;0,672003;0,316877;0,965;0,734131
CE;Parambu;0,671998;0,408959;0,73353;0,873505
CE;Missão Velha;0,671985;0,434366;0,790901;0,790689
CE;Ocara;0,671916;0,359502;0,747129;0,909116
CE;Ipu;0,671782;0,389928;0,725307;0,900112
MG;Santa Efigênia de Minas;0,671745;0,548592;0,734664;0,731981
MG;Coronel Xavier Chaves;0,671721;0,323597;0,820278;0,871289
BA;Contendas do Sincorá;0,671716;0,454108;0,713892;0,847149
MG;Conceição da Barra de Minas;0,67169;0,320516;0,813961;0,880593
PR;Godoy Moreira;0,671636;0,377017;0,76365;0,874242
PR;Diamante do Norte;0,671609;0,389987;0,829168;0,795671
RN;Itajá;0,67158;0,454763;0,735014;0,824961
SP;Gastão Vidigal;0,671539;0,477224;0,919525;0,617868
MG;Dores de Guanhães;0,671506;0,454287;0,775883;0,784347
PR;Adrianópolis;0,671485;0,485658;0,699314;0,829482
RS;Hulha Negra;0,671463;0,549058;0,65413;0,8112
MG;Lontra;0,671338;0,39392;0,857642;0,762452
MG;Bom Repouso;0,671116;0,333436;0,802003;0,877907
MG;Jequeri;0,671114;0,377529;0,822284;0,813529
ES;Alto Rio Novo;0,671077;0,293362;0,830843;0,889028
PR;Porto Barreiro;0,671074;0,333375;0,761953;0,917894
MG;Juramento;0,671012;0,470261;0,787213;0,755562
RS;Arroio dos Ratos;0,670988;0,386522;0,754363;0,872078
RS;Cruzaltense;0,670962;0,442175;0,709113;0,861598
TO;Crixás do Tocantins;0,670936;0,36522;0,80501;0,842577
RO;Jaru;0,670903;0,473294;0,74087;0,798546
PE;Triunfo;0,670864;0,372024;0,851129;0,78944
RN;Venha-Ver;0,670759;0,443027;0,766035;0,803216
MG;Várzea da Palma;0,670715;0,379851;0,773883;0,85841
MG;Mercês;0,670453;0,50059;0,823363;0,687405
SP;Guará;0,670393;0,389433;0,87184;0,749908
MT;Carlinda;0,670333;0,413013;0,773808;0,824178
RN;Umarizal;0,670089;0,42066;0,75458;0,835027
RN;São Pedro;0,669952;0,468578;0,703069;0,838208
GO;Santa Rita do Araguaia;0,66995;0,362222;0,765769;0,881858
RN;Santo Antônio;0,669933;0,416033;0,69585;0,897915
PE;Iguaracy;0,669812;0,415915;0,678435;0,915084
GO;Campos Belos;0,669695;0,436427;0,782351;0,790307
PB;Serra Grande;0,669684;0,355408;0,784913;0,868731
PE;Timbaúba;0,669683;0,38696;0,740195;0,881895
MS;Jardim;0,669651;0,50691;0,745664;0,756379
GO;Santa Bárbara de Goiás;0,669648;0,430059;0,833616;0,74527
CE;Alcântaras;0,669631;0,341602;0,811234;0,856058
RS;Victor Graeff;0,669624;0,414186;0,777701;0,816984
PR;Tamarana;0,669587;0,476618;0,625004;0,907139
SC;Anita Garibaldi;0,669512;0,372567;0,85306;0,782911
SP;Caiabu;0,669483;0,293386;0,928882;0,786181
MG;Mariana;0,669329;0,441315;0,831232;0,73544
CE;Saboeiro;0,669296;0,414479;0,723132;0,870276
MG;Santa Maria de Itabira;0,669296;0,559473;0,831308;0,617105
MG;Córrego do Bom Jesus;0,66916;0,254882;0,854369;0,898228
SC;Bandeirante;0,669142;0,323543;0,789863;0,894022
BA;Paulo Afonso;0,669073;0,531239;0,710104;0,765877
GO;Campos Verdes;0,669061;0,488935;0,883684;0,634566
CE;Abaiara;0,669058;0,445105;0,842115;0,719954
RS;Jaboticaba;0,669027;0,418845;0,757101;0,831136
RJ;Barra do Piraí;0,668933;0,39763;0,767182;0,841988
SC;São João do Sul;0,668844;0,373731;0,817266;0,815536
CE;Crateús;0,66881;0,399001;0,7707;0,836729
GO;Barro Alto;0,668752;0,461305;0,864894;0,680056
PR;São Sebastião da Amoreira;0,6687;0,49632;0,796888;0,712892
RN;Severiano Melo;0,668698;0,468856;0,808226;0,729012
MA;Campestre do Maranhão;0,668663;0,420083;0,753024;0,832882
ES;Mimoso do Sul;0,66865;0,367381;0,811661;0,826907
MG;São Geraldo do Baixio;0,668634;0,485343;0,735445;0,785112
MS;Ponta Porã;0,668606;0,460828;0,803837;0,741153
CE;Jucás;0,668581;0,406737;0,778981;0,820024
MG;Maria da Fé;0,668569;0,408707;0,866292;0,730706
PE;Xexéu;0,668504;0,497221;0,732786;0,775504
MG;Cachoeira da Prata;0,668442;0,28871;0,865268;0,851349
GO;Santa Rosa de Goiás;0,668436;0,537243;0,807392;0,660673
RS;Eugênio de Castro;0,668395;0,353353;0,795408;0,856425
RS;Mariana Pimentel;0,668388;0,318093;0,747119;0,939951
BA;Alagoinhas;0,668346;0,532314;0,694208;0,778516
ES;Marataízes;0,668338;0,382368;0,790646;0,832002
PE;Ingazeira;0,668286;0,40183;0,72508;0,877949
MG;São Sebastião do Anta;0,66827;0,353545;0,819242;0,832022
MG;Arantina;0,668202;0,355555;0,862235;0,786814
MG;Santa Margarida;0,668119;0,2997;0,761276;0,943381
RN;Afonso Bezerra;0,668076;0,4927;0,664649;0,846879
RN;Caiçara do Rio do Vento;0,66802;0,438208;0,70821;0,857642
PR;Braganey;0,668001;0,38531;0,839575;0,779119
RS;Inhacorá;0,667967;0,453972;0,784687;0,765243
RJ;Engenheiro Paulo de Frontin;0,667933;0,491505;0,828125;0,684168
MG;Santana do Paraíso;0,667903;0,335001;0,764796;0,903912
PI;Simões;0,667898;0,398247;0,763959;0,841489
GO;Edealina;0,667871;0,44371;0,856778;0,703126
RS;Maquiné;0,667797;0,319282;0,784603;0,899505
MS;Mundo Novo;0,667779;0,602338;0,783859;0,617139
MG;Planura;0,667772;0,4814;0,767293;0,754624
PB;Jacaraú;0,667683;0,472276;0,69491;0,835863
PR;Lunardelli;0,667616;0,296474;0,766691;0,939683
GO;Firminópolis;0,667501;0,456938;0,888514;0,657049
TO;Miracema do Tocantins;0,667494;0,452962;0,726841;0,822678
MG;Delfim Moreira;0,667459;0,32754;0,817206;0,857631
RS;Sinimbu;0,667448;0,430644;0,703025;0,868673
MG;São João do Paraíso;0,667311;0,524001;0,799738;0,678195
PA;Redenção;0,667254;0,638389;0,730533;0,632841
RS;Capão do Cipó;0,667188;0,406233;0,688531;0,906801
PE;Lajedo;0,667153;0,392508;0,741463;0,867487
SP;Santa Rosa de Viterbo;0,667136;0,406412;0,948597;0,6464
GO;Bonópolis;0,667096;0,497671;0,736182;0,767436
RN;Açu;0,667038;0,478221;0,731667;0,791225
RO;Chupinguaia;0,667033;0,490897;0,715677;0,794527
BA;Rio do Antônio;0,667011;0,458385;0,724098;0,81855
GO;Palmelo;0,667002;0,351516;0,878709;0,77078
PB;Santa Cecília;0,666955;0,490935;0,624891;0,885038
SC;Novo Horizonte;0,666904;0,351767;0,790982;0,857962
PI;Nossa Senhora de Nazaré;0,666901;0,425638;0,815634;0,759432
PB;Pilões;0,666888;0,43192;0,680937;0,887806
GO;Formoso;0,666812;0,387869;0,895966;0,716601
MG;Campo Azul;0,666754;0,425948;0,836116;0,738199
RS;Barão do Triunfo;0,666704;0,458966;0,665533;0,875612
RN;Nova Cruz;0,666599;0,496252;0,686749;0,816796
RS;Jaguari;0,666585;0,431493;0,762612;0,805649
RS;Vale do Sol;0,666552;0,328598;0,696765;0,974292
RS;Monte Alegre dos Campos;0,666533;0,47721;0,729849;0,79254
ES;Ponto Belo;0,666365;0,454225;0,826452;0,718419
RS;Senador Salgado Filho;0,66635;0,336041;0,763333;0,899677
MG;Pedralva;0,666288;0,368384;0,799149;0,831331
MG;Alto Caparaó;0,666264;0,433534;0,796557;0,768701
BA;Vitória da Conquista;0,666214;0,658074;0,687089;0,65348
GO;Córrego do Ouro;0,666202;0,435132;0,878904;0,684568
PR;Nova Fátima;0,666196;0,41162;0,777215;0,809754
RJ;Rio Claro;0,666191;0,315698;0,779534;0,903341
CE;Beberibe;0,666115;0,485081;0,759093;0,75417
RN;Macaíba;0,666072;0,452127;0,693871;0,852218
CE;Araripe;0,666037;0,426818;0,795568;0,775724
SP;Chavantes;0,666035;0,395364;0,90988;0,692862
SP;São José do Barreiro;0,665882;0,475554;0,851354;0,670736
MG;Igarapé;0,665843;0,355251;0,854201;0,788075
RJ;Cordeiro;0,665841;0,410577;0,882705;0,704241
MT;Peixoto de Azevedo;0,665791;0,489528;0,767984;0,739861
RN;São Gonçalo do Amarante;0,665751;0,495964;0,666424;0,834865
PR;Engenheiro Beltrão;0,665749;0,379964;0,853215;0,764068
CE;Irauçuba;0,66573;0,372436;0,780844;0,84391
SE;Barra dos Coqueiros;0,665722;0,509643;0,645455;0,842069
PR;Santa Amélia;0,665606;0,478588;0,813637;0,704593
MG;Sardoá;0,665546;0,367833;0,770563;0,858242
PE;Bezerros;0,665544;0,415547;0,780259;0,800825
GO;Guarani de Goiás;0,665534;0,515245;0,791737;0,689621
MG;Baldim;0,665517;0,401499;0,814748;0,780303
MG;Iraí de Minas;0,665484;0,527441;0,868317;0,600694
CE;Catarina;0,665306;0,391536;0,730456;0,873928
MG;Tocos do Moji;0,665297;0,309047;0,800837;0,886007
TO;Santa Fé do Araguaia;0,665258;0,463803;0,646145;0,885826
SP;Barra do Chapéu;0,665206;0,351795;0,878093;0,765729
PB;Nova Palmeira;0,665147;0,400432;0,757109;0,8379
SP;Macaubal;0,665069;0,367038;0,880097;0,748071
MT;Poxoréu;0,664989;0,426779;0,773978;0,794209
MG;Alpercata;0,664963;0,458045;0,749122;0,787722
MS;Batayporã;0,66494;0,490219;0,793025;0,711576
MG;Brás Pires;0,6649;0,30817;0,846747;0,839783
RS;Santo Antônio do Palma;0,664862;0,427283;0,857745;0,709559
MS;Inocência;0,66484;0,548554;0,769548;0,676416
RS;Jaquirana;0,664815;0,481061;0,699803;0,813581
CE;Reriutaba;0,664808;0,342294;0,831204;0,820926
AL;Jacuípe;0,664787;0,467974;0,714471;0,811915
MG;Santo Antônio do Grama;0,664694;0,337138;0,809529;0,847415
TO;Nova Rosalândia;0,664675;0,357871;0,804385;0,831768
MG;Buritizeiro;0,66467;0,475361;0,737431;0,781219
PE;Paudalho;0,66467;0,479064;0,666854;0,848092
PE;Dormentes;0,664623;0,483448;0,758344;0,752078
MG;Patrocínio do Muriaé;0,664568;0,307756;0,801671;0,884277
GO;Palestina de Goiás;0,664538;0,403678;0,847744;0,742192
PE;Floresta;0,664473;0,512607;0,734059;0,746754
GO;Amaralina;0,664355;0,403043;0,7428;0,847222
PB;Triunfo;0,66432;0,455069;0,62534;0,91255
AL;Pindoba;0,664302;0,370624;0,693806;0,928477
PB;Lagoa de Dentro;0,664287;0,485432;0,649768;0,857661
BA;Ibipitanga;0,664246;0,435954;0,762927;0,793858
GO;Vicentinópolis;0,664198;0,419059;0,857537;0,715997
MG;Fronteira;0,664084;0,386392;0,799813;0,806048
BA;São Desidério;0,664064;0,597372;0,589992;0,804827
MT;Pontes e Lacerda;0,664016;0,47814;0,781109;0,7328
MG;Salinas;0,663984;0,462194;0,824899;0,704858
PR;Manoel Ribas;0,663938;0,512786;0,785483;0,693544
PR;Nossa Senhora das Graças;0,663933;0,371257;0,809078;0,811465
GO;Hidrolina;0,663906;0,369607;0,822972;0,799138
PR;Palmital;0,663904;0,380136;0,739813;0,871763
PR;Rio Branco do Ivaí;0,663895;0,305371;0,791644;0,894671
PI;Marcolândia;0,663827;0,366762;0,763737;0,860982
MG;Porteirinha;0,663823;0,398123;0,866115;0,727231
BA;Feira de Santana;0,663777;0,702674;0,618392;0,670266
RN;Apodi;0,663759;0,49588;0,735273;0,760123
RJ;Duque de Caxias;0,663715;0,526934;0,672306;0,791905
RS;Cacequi;0,663673;0,504501;0,746906;0,73961
PI;Beneditinos;0,663666;0,396987;0,792843;0,801169
RN;Tenente Laurentino Cruz;0,663662;0,353704;0,804997;0,832285
RO;Cerejeiras;0,663645;0,52984;0,785998;0,675098
RS;Quevedos;0,663638;0,380076;0,687542;0,923296
MG;Limeira do Oeste;0,663542;0,500763;0,843564;0,6463
GO;Inaciolândia;0,663522;0,294033;0,833808;0,862724
MG;Mantena;0,66348;0,407415;0,864793;0,718232
TO;Itapiratins;0,663413;0,456963;0,739046;0,79423
GO;Amorinópolis;0,663386;0,4598;0,879316;0,651042
PE;Casinhas;0,66338;0,426774;0,698616;0,864749
BA;Teixeira de Freitas;0,663358;0,531524;0,709166;0,749384
MG;Ibiaí;0,663329;0,44538;0,764316;0,78029
SE;Estância;0,663314;0,514087;0,669699;0,806154
RJ;São Pedro da Aldeia;0,663312;0,46564;0,751696;0,7726
SC;Barra Bonita;0,66331;0,356459;0,767789;0,865683
RS;Porto Lucena;0,66317;0,349056;0,814863;0,82559
SC;Timbó Grande;0,663129;0,512065;0,745743;0,73158
PR;Pinhal de São Bento;0,663102;0,447871;0,78689;0,754546
MG;Caldas;0,663069;0,449857;0,821771;0,717578
RS;Porto Mauá;0,663019;0,420633;0,841568;0,726855
PB;Olivedos;0,66299;0,412234;0,738485;0,838252
SC;Balneário Gaivota;0,662893;0,390171;0,804475;0,794032
MG;Uruana de Minas;0,662839;0,426498;0,86255;0,69947
MG;Ubaporanga;0,66283;0,381388;0,818919;0,788182
GO;Vila Propício;0,662783;0,480304;0,835609;0,672437
SP;Pacaembu;0,662774;0,470138;0,921242;0,596943
SP;Herculândia;0,662762;0,462372;0,877842;0,64807
RS;Segredo;0,662667;0,40485;0,750494;0,832656
PR;Doutor Ulysses;0,662635;0,487473;0,637607;0,862826
SP;Santana da Ponte Pensa;0,662635;0,351066;0,97;0,66684
PB;Picuí;0,662615;0,416631;0,790782;0,780433
MG;Pedra do Anta;0,66259;0,338295;0,769978;0,879498
RJ;Laje do Muriaé;0,66257;0,478481;0,786974;0,722257
MG;Capelinha;0,66245;0,447733;0,848124;0,691494
MG;Leandro Ferreira;0,662428;0,392488;0,852645;0,74215
ES;Piúma;0,66242;0,3934;0,822929;0,77093
RS;Pouso Novo;0,662354;0,367941;0,775294;0,843828
RN;Janduís;0,66235;0,381154;0,738374;0,867523
CE;Banabuiú;0,662325;0,478797;0,737644;0,770533
MG;Ponto Chique;0,6623;0,494062;0,810386;0,682451
RS;Humaitá;0,662274;0,541264;0,851226;0,594331
MG;Maravilhas;0,662238;0,356795;0,821847;0,808071
PA;Benevides;0,662205;0,522107;0,708367;0,75614
MG;Amparo do Serra;0,662151;0,397193;0,716277;0,872981
CE;Jaguaretama;0,662135;0,46608;0,760348;0,759976
PB;Nazarezinho;0,662068;0,395357;0,728138;0,862708
SP;Lavínia;0,662045;0,373333;0,889451;0,72335
RJ;Carapebus;0,662042;0,503278;0,710257;0,77259
RN;Cruzeta;0,661998;0,430221;0,866168;0,689605
MG;Teixeiras;0,66197;0,356034;0,852965;0,77691
TO;Augustinópolis;0,661943;0,438366;0,762048;0,785414
MG;Casa Grande;0,661929;0,561043;0,780092;0,644652
SE;Cristinápolis;0,661905;0,50075;0,726359;0,758606
PR;Fênix;0,661789;0,375708;0,798312;0,811346
MG;São Gonçalo do Rio Preto;0,66174;0,463462;0,814119;0,707638
SP;Nhandeara;0,661682;0,370657;0,943906;0,670484
PR;Rio Bonito do Iguaçu;0,66164;0,41362;0,760759;0,810541
MG;Capetinga;0,661571;0,479585;0,747279;0,757851
RJ;Paracambi;0,661555;0,463498;0,773552;0,747615
MG;Espera Feliz;0,66149;0,462024;0,838713;0,683735
CE;Quixadá;0,661475;0,487795;0,754489;0,74214
MT;Jangada;0,661442;0,407436;0,754412;0,822478
SE;Cedro de São João;0,66143;0,438129;0,728972;0,817188
PR;Ariranha do Ivaí;0,661395;0,321528;0,839922;0,822734
GO;Gameleira de Goiás;0,661343;0,468871;0,823488;0,691672
SP;Guaiçara;0,661278;0,410318;0,896287;0,67723
ES;Vargem Alta;0,661237;0,40633;0,804525;0,772856
TO;Nova Olinda;0,661236;0,486195;0,662321;0,835193
RJ;Nova Iguaçu;0,661227;0,515606;0,673333;0,794743
PR;Sulina;0,661186;0,444642;0,736782;0,802133
PB;Lucena;0,661132;0,525378;0,664989;0,79303
PI;Olho D'Água do Piauí;0,661064;0,404937;0,817085;0,761169
TO;Rio da Conceição;0,660942;0,385178;0,745334;0,852316
CE;Salitre;0,660915;0,519856;0,693893;0,768995
CE;Orós;0,660915;0,42269;0,762924;0,797132
PR;Almirante Tamandaré;0,660843;0,44011;0,66677;0,87565
PB;Belém;0,660832;0,447372;0,659323;0,8758
SE;Arauá;0,660827;0,442091;0,687204;0,853185
CE;Icó;0,660754;0,476677;0,682562;0,823022
RS;Jacuizinho;0,660656;0,487399;0,757019;0,73755
MG;Eugenópolis;0,66065;0,522203;0,801952;0,657796
BA;Mansidão;0,660607;0,450437;0,76509;0,766294
RS;Marcelino Ramos;0,66058;0,430159;0,81847;0,733111
PE;Joaquim Nabuco;0,660482;0,500331;0,633048;0,848067
RS;Amaral Ferrador;0,660462;0,432499;0,690914;0,857973
MT;Chapada dos Guimarães;0,66046;0,469069;0,74037;0,77194
SC;Painel;0,660392;0,475506;0,687159;0,818511
RS;Coqueiros do Sul;0,660384;0,346148;0,742702;0,892301
MG;Chiador;0,660357;0,447806;0,701023;0,832242
RS;Relvado;0,660288;0,280387;0,728087;0,97239
RN;Jandaíra;0,660222;0,554454;0,617555;0,808657
CE;Jaguaruana;0,660188;0,287023;0,799291;0,89425
RJ;Cardoso Moreira;0,660094;0,401163;0,786789;0,792331
MG;Bonfim;0,660082;0,319204;0,769533;0,891508
PB;Logradouro;0,660038;0,413626;0,717267;0,849222
RO;Espigão D'Oeste;0,660034;0,561716;0,73899;0,679397
PI;São José do Peixe;0,660023;0,430493;0,720731;0,828844
MT;Nortelândia;0,660014;0,495584;0,829146;0,655313
PA;Ananindeua;0,659927;0,592551;0,676006;0,711225
PR;Salto do Itararé;0,659843;0,490834;0,827285;0,661409
AL;Palmeira dos Índios;0,659721;0,458404;0,718318;0,802441
GO;Ivolândia;0,659717;0,446028;0,868674;0,66445
CE;Pindoretama;0,6597;0,402517;0,802612;0,77397
CE;Piquet Carneiro;0,659659;0,410796;0,750917;0,817263
CE;Nova Olinda;0,659595;0,484507;0,852144;0,642134
PR;Mariluz;0,659577;0,453775;0,703852;0,821104
MT;Rio Branco;0,659568;0,465002;0,812634;0,701068
PR;Barbosa Ferraz;0,659564;0,423005;0,763648;0,79204
PB;Condado;0,659435;0,456619;0,70937;0,812315
RJ;Cachoeiras de Macacu;0,659434;0,415663;0,764754;0,797885
MG;Pedra Azul;0,659345;0,440012;0,764955;0,773068
MG;Cabo Verde;0,659338;0,412828;0,846682;0,718503
GO;São João d'Aliança;0,659309;0,54351;0,686083;0,748334
MS;Sidrolândia;0,659239;0,544711;0,762716;0,670291
MG;São José do Divino;0,659213;0,284842;0,837586;0,855213
PI;Hugo Napoleão;0,659073;0,294395;0,813702;0,86912
MS;Dois Irmãos do Buriti;0,658887;0,477306;0,758551;0,740803
RJ;Mesquita;0,658878;0,444193;0,722006;0,810436
MG;Cedro do Abaeté;0,658873;0,304179;0,906764;0,765675
PE;Trindade;0,658792;0,438438;0,718955;0,818984
PI;Porto Alegre do Piauí;0,658783;0,397471;0,761524;0,817354
RJ;Magé;0,658666;0,46866;0,69118;0,816157
RN;Major Sales;0,658662;0,443545;0,796319;0,736123
SE;Macambira;0,658655;0,413022;0,726623;0,836321
RJ;São José do Vale do Rio Preto;0,658629;0,462243;0,725376;0,788267
RO;Colorado do Oeste;0,658608;0,402234;0,770695;0,802895
RS;Lagoa Bonita do Sul;0,65857;0,379914;0,71049;0,885306
PI;Marcos Parente;0,658499;0,376021;0,732577;0,866898
RN;São Francisco do Oeste;0,658467;0,497807;0,720867;0,756727
RJ;Conceição de Macabu;0,658428;0,32003;0,787509;0,867745
MG;Engenheiro Caldas;0,658399;0,37799;0,792393;0,804814
GO;Cabeceiras;0,658268;0,414887;0,726708;0,83321
TO;Bandeirantes do Tocantins;0,658206;0,481023;0,690432;0,803161
MG;Nova Era;0,658041;0,501149;0,859187;0,613788
MA;Tasso Fragoso;0,658011;0,6024;0,713737;0,657898
SP;São Bento do Sapucaí;0,657918;0,367821;0,900331;0,705601
MT;Porto Esperidião;0,657887;0,579388;0,731093;0,66318
MT;Nova Maringá;0,657887;0,453775;0,792328;0,727559
SP;Irapuru;0,657722;0,258216;0,89243;0,82252
CE;Coreaú;0,657668;0,357122;0,810252;0,805628
PB;Soledade;0,657652;0,454057;0,642566;0,876331
PB;Bananeiras;0,657605;0,468666;0,650425;0,853723
SP;Potim;0,657534;0,299645;0,803595;0,86936
MG;Santa Cruz do Escalvado;0,657529;0,272386;0,769017;0,931183
MG;Crucilândia;0,657481;0,402062;0,816513;0,753868
MG;Jampruca;0,657446;0,423546;0,697965;0,850828
RS;Estrela Velha;0,657438;0,438366;0,73963;0,794318
MG;Itamarati de Minas;0,657429;0,287306;0,873902;0,811077
MG;São Francisco do Glória;0,657413;0,428967;0,806693;0,736577
MG;Piraúba;0,657404;0,343234;0,827798;0,80118
RO;Teixeirópolis;0,657321;0,470206;0,754387;0,747371
PE;Sirinhaém;0,657301;0,587028;0,58079;0,804084
MG;Rio Casca;0,657278;0,408425;0,79228;0,771129
RJ;Quatis;0,657278;0,402008;0,80797;0,761855
CE;Guaiúba;0,657256;0,41239;0,741911;0,817468
MG;Central de Minas;0,657198;0,352496;0,821509;0,797588
RN;Doutor Severiano;0,657183;0,424272;0,814545;0,732731
PR;Inácio Martins;0,657095;0,421439;0,651652;0,898195
PR;Ramilândia;0,657089;0,479572;0,711766;0,779928
RS;Manoel Viana;0,657081;0,438295;0,741765;0,791182
PB;Santa Rita;0,657076;0,666158;0,541737;0,763333
PB;Vista Serrana;0,656957;0,464876;0,709076;0,796919
CE;Tabuleiro do Norte;0,656923;0,370652;0,78001;0,820106
PR;Jundiaí do Sul;0,656753;0,347782;0,783323;0,839154
RO;São Felipe D'Oeste;0,656734;0,378485;0,736995;0,854721
TO;Fátima;0,656731;0,39526;0,740115;0,834817
RO;Alvorada D'Oeste;0,656697;0,454866;0,719893;0,795332
MG;Alfredo Vasconcelos;0,656687;0,401381;0,770869;0,797811
CE;Tamboril;0,656653;0,441615;0,744185;0,784159
CE;Lavras da Mangabeira;0,656642;0,422851;0,709224;0,837853
MG;Ijaci;0,656574;0,380665;0,753856;0,835202
MA;Bacabeira;0,65653;0,448839;0,693106;0,827645
CE;Mulungu;0,656499;0,393907;0,726881;0,848709
PR;Amaporã;0,656476;0,412098;0,739662;0,817669
MG;Monte Azul;0,65647;0,307789;0,846025;0,815597
PR;Turvo;0,656456;0,451678;0,782971;0,73472
PE;Lagoa do Carro;0,656436;0,41372;0,718493;0,837096
PB;Mamanguape;0,656265;0,599031;0,582348;0,787415
PB;Juripiranga;0,656244;0,413907;0,668881;0,885944
SC;São Bonifácio;0,656171;0,314353;0,890947;0,763212
PE;Paulista;0,656099;0,47991;0,674789;0,813598
MG;Matias Cardoso;0,65608;0,465467;0,719252;0,783521
RN;São José de Mipibu;0,656031;0,451422;0,685525;0,831145
PB;Ibiara;0,655968;0,416666;0,736931;0,814308
RS;Terra de Areia;0,655961;0,481438;0,716398;0,770046
MT;Nova Canaã do Norte;0,655926;0,361206;0,811525;0,795045
RJ;Porciúncula;0,655917;0,294718;0,816732;0,856303
MG;Itaguara;0,655911;0,441523;0,837741;0,68847
MG;Piedade de Ponte Nova;0,655858;0,396635;0,779093;0,791847
PR;Abatiá;0,65582;0,41696;0,768547;0,781952
RS;Rio dos Índios;0,655716;0,436577;0,722902;0,80767
CE;Tururu;0,655695;0,469397;0,790375;0,707313
MG;Rio Piracicaba;0,655661;0,555508;0,88002;0,531455
SP;Manduri;0,655587;0,526237;0,859067;0,581456
SP;Itaóca;0,655561;0,308583;0,914937;0,743164
MG;Senador Modestino Gonçalves;0,655518;0,388459;0,809184;0,768909
CE;Madalena;0,655515;0,464444;0,805253;0,696848
PB;Caturité;0,655465;0,471365;0,663775;0,831256
MA;Santa Inês;0,655419;0,538278;0,693811;0,734167
PB;Gurjão;0,655379;0,397611;0,744223;0,824301
MA;Pinheiro;0,655344;0,462184;0,751389;0,752461
MG;Silveirânia;0,655301;0,360657;0,786042;0,819205
SP;Cananéia;0,655277;0,402051;0,879037;0,684743
PR;Iracema do Oeste;0,655256;0,485836;0,809482;0,670451
MG;Abaeté;0,655176;0,491268;0,846098;0,628163
MG;Coronel Pacheco;0,6551;0,303221;0,799691;0,862389
TO;Combinado;0,655099;0,470806;0,806916;0,687576
GO;Aragarças;0,655081;0,438886;0,849257;0,6771
MG;Jaíba;0,65505;0,480892;0,776492;0,707766
MT;Colíder;0,654973;0,508155;0,835166;0,621598
MG;Veredinha;0,654922;0,440843;0,844982;0,678943
MG;Catas Altas;0,654832;0,358676;0,800799;0,80502
RS;Maximiliano de Almeida;0,654787;0,433817;0,844038;0,686508
RJ;Tanguá;0,654688;0,382415;0,777616;0,804033
CE;Morrinhos;0,654684;0,324134;0,77211;0,867808
RS;Novo Cabrais;0,654656;0,318465;0,749241;0,896262
MG;Pirapetinga;0,654624;0,42381;0,880697;0,659364
MG;São Geraldo;0,654583;0,430309;0,814686;0,718755
RJ;São João de Meriti;0,654557;0,542135;0,683975;0,737561
MG;Iturama;0,654548;0,558;0,874597;0,531045
RN;Macau;0,654343;0,435431;0,733578;0,794019
MG;Turmalina;0,654304;0,342811;0,892814;0,727286
RJ;Itaocara;0,654228;0,416213;0,841295;0,705176
SP;União Paulista;0,654171;0,45833;0,883107;0,621075
PI;Conceição do Canindé;0,654125;0,451666;0,605888;0,90482
RS;Morrinhos do Sul;0,654105;0,299759;0,830725;0,831832
RN;Lagoa Nova;0,654011;0,498134;0,738993;0,724907
